dynasty,office,count
南唐,尚書省兵部兵部司郎中,1
南唐,尚書省刑部刑部司郎中,1
南唐,尚書省右司員外郎,1
南唐,尚書省工部侍郎,1
南唐,尚書省工部尚書,1
南唐,尚書省工部工部司郎中,1
南唐,尚書省工部虞部司員外郎,1
南唐,尚書省戶部尚書,1
南唐,屯田員外郎,2
南唐,屯田郎中,1
南唐,州刺史,11
南唐,州司戶參軍事,1
南唐,州團練使,2
南唐,州巡官,1
南唐,州文學,1
南唐,州民掾,1
南唐,州通判,1
南唐,工部尚書,1
南唐,左僕射,5
南唐,左右都軍使等職,1
南唐,左拾遺,1
南唐,左散騎常侍,2
南唐,左街僧錄,1
南唐,左諫議大夫,1
南唐,幕中,1
南唐,府尹,2
南唐,從事,1
南唐,御史中丞,3
南唐,御史大夫,4
南唐,戶部侍郎,4
南唐,招諭使,1
南唐,指揮使,2
南唐,採訪副使,2
南唐,推官,1
南唐,散騎常侍,1
南唐,文部尚書,1
南唐,未詳,5
南唐,東都留守,1
南唐,東頭供奉官,1
南唐,某大都護府戶曹參軍事,1
南唐,某州團練使,1
南唐,某州觀察使,1
南唐,校書郎,3
南唐,樂部頭,1
南唐,樞密使,3
南唐,樞密副使,2
南唐,殿中侍御史,3
南唐,殿中監,1
南唐,殿中省丞,1
南唐,殿中省尚舍奉御,1
南唐,殿中省尚輦奉御,1
南唐,殿前承旨,1
南唐,殿直軍判官,1
南唐,比部員外郎,1
南唐,水部員外郎,6
南唐,水部郎中,2
南唐,營田副使,1
南唐,王,1
南唐,王府司馬,1
南唐,王府幕僚,1
南唐,王府記室參軍,1
南唐,皇太子,1
南唐,皇帝,1
南唐,監修國史,1
南唐,監察御史裏行,1
南唐,直宣徽北院,1
南唐,直秘閣,2
南唐,知制誥,6
南唐,知審刑院事,1
南唐,知尚書省事,2
南唐,知左右內史事,1
南唐,知左右内史事,1
南唐,知建州倉事,1
南唐,知某州軍州事,17
南唐,知禮部貢舉,2
南唐,祠部,1
南唐,祠部郎中,2
南唐,禮部侍郎,4
南唐,禮部員外郎,1
南唐,秘書省正字,3
南唐,秘書郎,3
南唐,秘書郎分司東都,1
南唐,秘閣,1
南唐,節度使,13
南唐,節度使判官,2
南唐,節度使幕佐,1
南唐,節度使從事,1
南唐,節度使掌書記,5
南唐,節度副使,2
南唐,節度從事,1
南唐,節度留後,1
南唐,節度行軍司馬,1
南唐,給事中,3
南唐,縣主簿,1
南唐,縣令,13
南唐,縣尉,3
南唐,翰林侍讀學士,1
南唐,翰林圖畫院待詔,1
南唐,翰林學士,8
南唐,翰林待詔,1
南唐,翰林御書院翰林待詔,1
南唐,翰林承旨學士,1
南唐,著作佐郎,1
南唐,著作郎,1
南唐,虞部員外郎,2
南唐,衛將軍,1
南唐,衛尉卿,1
南唐,衛統軍都指揮使,1
南唐,衛鷹揚郎將,2
南唐,裨將,1
南唐,觀察使,3
南唐,觀察使巡官,1
南唐,觀察判官,2
南唐,觀察推官,1
南唐,觀察處置等使留後,1
南唐,諫議大夫,3
南唐,諸王,9
南唐,諸衛上將軍,1
南唐,謹政殿學士,1
南唐,贊善大夫,2
南唐,起居郎,1
南唐,軍事判官,1
南唐,軍廂虞候,1
南唐,軍都虞候,1
南唐,通判某州軍州事,2
南唐,郎中,1
南唐,郡公,3
南唐,郡司戶參軍,1
南唐,郡王,2
南唐,都統判官,1
南唐,都虞候,1
南唐,門下侍郎,1
南唐,門下侍郎平章事,1
南唐,門下省給事中,1
南唐,防禦使,1
南唐,防遏使,1
南唐,集賢殿大學士,1
南唐,集賢殿學士,2
南唐,集賢殿直學士,1
南唐,集賢院學士,1
南唐,館驛巡官,1
南唐,駕部司郎官,1
南唐,駕部員外郎,1
南唐,駕部郎中,2
南唐,龍圖閣待制,1
南唐,都督中外諸軍事,1
南平,中書令,1
南平,侍中,1
南平,吏部尚書,1
南平,國王,1
南平,太保,2
南平,太傅,1
南平,太尉,1
南平,州刺史,3
南平,府尹,1
南平,王,1
南平,知某府軍府事,1
南平,節度使,2
南平,軍事判官,1
南梁,侍中,1
南梁,刺史,1
南梁,太子,1
南梁,太子中庶子,1
南梁,太子舍人,1
南梁,教諭,1
南梁,爵,1
南梁,王友,1
南梁,秘書郎,1
南漢,中書舍人,1
南漢,吏部郎中,1
南漢,國公,1
南漢,場官,1
南漢,太師,1
南漢,宰相,1
南漢,尚書右丞相,1
南漢,工部郎中,1
南漢,王,1
南漢,知制誥,2
南漢,節度使掌書記,1
南漢,節度館驛巡官,1
南漢,翰林學士,1
南漢,考功員外郎,1
南漢,著作郎,1
南漢,觀察判官,1
南漢,輔導,1
南漢,郡通守,1
南齊,教授,1
南齊,教諭,1
吳,大理卿,2
吳,太子少保,1
吳,太子賓客,1
吳,州刺史,4
吳,左司御率府冑曹參軍,1
吳,待制,1
吳,御史大夫,1
吳,水部員外郎,1
吳,禮部尚書,1
吳,縣尉,2
吳,縣男,1
吳,銀青光祿大夫,1
吳,鳳閣舍人,1
吳,黄門侍郎,1
吳(楊),中書侍郎,2
吳(楊),中書舍人,11
吳(楊),使,1
吳(楊),使府,1
吳(楊),侍御史,6
吳(楊),侍郎,1
吳(楊),兵部侍郎,1
吳(楊),兵部尚書,2
吳(楊),兵部郎中,1
吳(楊),兵馬元帥,1
吳(楊),刑部侍郎,1
吳(楊),刑部員外郎,1
吳(楊),刑部尚書,1
吳(楊),刑部郎中,1
吳(楊),判六軍諸衛事,1
吳(楊),判度支,1
吳(楊),判起居舍人事,1
吳(楊),判院事,1
吳(楊),判館事,1
吳(楊),勤政殿學士,1
吳(楊),匭使判官,1
吳(楊),協律郎,1
吳(楊),參知政事,1
吳(楊),史館修撰,1
吳(楊),右僕射,2
吳(楊),右拾遺,2
吳(楊),右諫議大夫,1
吳(楊),司勲員外郎,3
吳(楊),司勳郎中,1
吳(楊),司封郎中,1
吳(楊),司徒,2
吳(楊),司農少卿,1
吳(楊),司馬,1
吳(楊),同中書門下平章事,3
吳(楊),吏部侍郎,2
吳(楊),吏部員外郎,2
吳(楊),吏部尚書,3
吳(楊),吏部郎中,2
吳(楊),員外郎,1
吳(楊),國主,1
吳(楊),國子監,1
吳(楊),國子祭酒,2
吳(楊),團練判官,1
吳(楊),團練副使,1
吳(楊),團練府巡官,1
吳(楊),大理司直,1
吳(楊),大理少卿,1
吳(楊),大理評事,2
吳(楊),天策上將軍,1
吳(楊),太僕卿,1
吳(楊),太子,1
吳(楊),太子右庶子,2
吳(楊),太子少師,2
吳(楊),太尉,1
吳(楊),太尉副元帥,1
吳(楊),太師,1
吳(楊),太常博士,1
吳(楊),太常卿,4
吳(楊),太常少卿,1
吳(楊),太府卿,1
吳(楊),太弟,2
吳(楊),宏文館學士,2
吳(楊),宣撫使,1
吳(楊),宣諭判官,1
吳(楊),宰相,2
吳(楊),少尹,1
吳(楊),少府監,1
吳(楊),尚書,1
吳(楊),尚書右丞相,1
吳(楊),尚書郎中,2
吳(楊),屯田員外郎,1
吳(楊),屯田郎中,1
吳(楊),州判官,1
吳(楊),州刺史,84
吳(楊),州司戶參軍事,1
吳(楊),州司理參軍,1
吳(楊),州大都督,1
吳(楊),巡撫使,1
吳(楊),工部侍郎,7
吳(楊),左僕射,2
吳(楊),左司員外郎,1
吳(楊),左拾遺,1
吳(楊),左散騎常侍,1
吳(楊),左補闕,1
吳(楊),左諫議大夫,1
吳(楊),幕中,3
吳(楊),幕府,2
吳(楊),府尹,3
吳(楊),度支郎中,1
吳(楊),庫部員外郎,2
吳(楊),庫部郎中,1
吳(楊),御史中丞,4
吳(楊),御史大夫,2
吳(楊),戶部侍郎,7
吳(楊),戶部員外郎,1
吳(楊),戶部尚書,6
吳(楊),戶部郎中,2
吳(楊),承旨,1
吳(楊),拾遺,2
吳(楊),春坊吏,1
吳(楊),朝散大夫,1
吳(楊),東都副留守,1
吳(楊),東都留守,2
吳(楊),校書郎,1
吳(楊),殿中侍御史,5
吳(楊),水部員外郎,1
吳(楊),王府長史分司東都,1
吳(楊),皇帝,2
吳(楊),監修國史,1
吳(楊),監察御史,5
吳(楊),監軍使,1
吳(楊),直史館,1
吳(楊),知中外左右諸軍事,1
吳(楊),知制誥,8
吳(楊),知州,1
吳(楊),知誥元帥府,1
吳(楊),知貢舉,2
吳(楊),知雜侍御史,1
吳(楊),禮部侍郎,2
吳(楊),禮部郎中,1
吳(楊),秘書省校書郎,1
吳(楊),秘書省正字,3
吳(楊),節度使,19
吳(楊),節度使判官,4
吳(楊),節度使巡官,2
吳(楊),節度使從事,2
吳(楊),節度使掌書記,2
吳(楊),節度判官,1
吳(楊),節度幕府從事,1
吳(楊),給事中,3
吳(楊),縣令,2
吳(楊),縣公,1
吳(楊),縣尉,3
吳(楊),翰林學士,9
吳(楊),考功員外郎,1
吳(楊),考功郎中,1
吳(楊),職方員外郎,1
吳(楊),職方郎中,2
吳(楊),膳部員外郎,1
吳(楊),衛將軍,1
吳(楊),衛尉卿分司東都,1
吳(楊),觀察使,9
吳(楊),觀察使僚佐,1
吳(楊),觀察使從事,1
吳(楊),觀察推官,1
吳(楊),觀察支使,1
吳(楊),諸府從事,1
吳(楊),諸王,8
吳(楊),諸道兵馬元帥,1
吳(楊),諸道兵馬大元帥,1
吳(楊),諸道副元帥,1
吳(楊),起居舍人,2
吳(楊),起居郎,1
吳(楊),通議大夫,1
吳(楊),郎中,2
吳(楊),郡公,1
吳(楊),都護,1
吳(楊),金部員外郎,1
吳(楊),金部郎中,1
吳(楊),錄事參軍,1
吳(楊),門下侍郎,1
吳(楊),集賢殿學士,1
吳(楊),集賢院直學士,1
吳(楊),駕部員外郎,2
吳(楊),駕部郎中,1
吳越,上柱國,2
吳越,丞相,4
吳越,中書令,2
吳越,使持節某州諸軍事、某州刺史、充某軍節度、某州管內觀察處置等使,1
吳越,侍御史,1
吳越,偏將,1
吳越,光祿大夫,1
吳越,光祿寺丞,1
吳越,兵部尚書,1
吳越,兵馬使,1
吳越,内牙諸軍指揮使,1
吳越,刑部侍郎,1
吳越,刑部員外郎,1
吳越,判司簿尉,1
吳越,判官,1
吳越,刺史,1
吳越,副都將,1
吳越,功德判官,1
吳越,功臣,1
吳越,右僕射,3
吳越,右補闕内供奉,1
吳越,司勳郎中,1
吳越,司徒,1
吳越,同中書門下平章事,1
吳越,國公,1
吳越,國子監博士,1
吳越,國王,3
吳越,太保,1
吳越,太傅,1
吳越,太僕寺少卿,1
吳越,太子太保,1
吳越,太子少保,1
吳越,太學博士,1
吳越,太尉,1
吳越,太師,1
吳越,太常博士,1
吳越,太府寺少卿,1
吳越,安撫使,2
吳越,宰相,1
吳越,將仕郎,1
吳越,尚書令,1
吳越,尚書左丞相,1
吳越,尚書省工部侍郎,1
吳越,州判官,1
吳越,州刺史,8
吳越,巡檢,1
吳越,幕中,1
吳越,幕僚,1
吳越,庫部郎中,1
吳越,從事,1
吳越,掌教令,1
吳越,朝散大夫,1
吳越,某軍節度使,1
吳越,檢校左散騎常侍,1
吳越,流外銓,1
吳越,營田副使,2
吳越,王,1
吳越,王國宰相,2
吳越,知州,3
吳越,知新亭監,1
吳越,知某州軍州事,6
吳越,知某府軍府事,3
吳越,知軍,1
吳越,禮部尚書,1
吳越,禮部郎官,1
吳越,秘書監,1
吳越,秘書省著作郎,1
吳越,秘書郎,1
吳越,節度使,12
吳越,節度使判官,2
吳越,節度使巡官,1
吳越,節度使掌書記,3
吳越,節度使推官,1
吳越,節度使行軍司馬,1
吳越,節度副使,1
吳越,節度掌書記,1
吳越,節度推官,1
吳越,節度館驛巡官,1
吳越,給事中,1
吳越,經略安撫使司準備差遣,1
吳越,經略安撫副使,1
吳越,縣主簿,1
吳越,縣令,7
吳越,縣太君,2
吳越,縣尉,1
吳越,翰林學士,2
吳越,著作郎,1
吳越,衛尉寺少卿,1
吳越,觀察使,3
吳越,觀察押牙,1
吳越,觀察支使,1
吳越,試秩（試銜）,1
吳越,諫議大夫,1
吳越,諸王,7
吳越,諸道兵馬大元帥,1
吳越,軍事判官,2
吳越,軍事衙推,1
吳越,軍節度留後,1
吳越,通判某州軍州事,1
吳越,道節度使掌書記,1
吳越,都知兵馬使,1
吳越,金紫光祿大夫,1
吳越,金部郎中,1
吳越,銀青光祿大夫,1
吳越,開國伯,1
吳越,開府儀同三司,1
吳越,防禦使,1
吳越,鴻臚寺卿,1
吳越,鹽鐵發運使,1
吳越,鹽鐵發運副使,1
吳越,鹽鐵發運巡官,1
吳越,都將,1
吳越,都指揮使,1
周,丁艱罰,1
周,上方監,1
周,上柱國,8
周,中大夫,1
周,中散大夫,2
周,中書令,2
周,中書侍郎,1
周,中書舍人,3
周,主客員外郎,2
周,主簿,4
周,九鼎使,1
周,令,1
周,伯,1
周,侍中,2
周,侍御史,4
周,供奉官,1
周,修國史,4
周,修文館學士,3
周,儒林郎,1
周,光祿寺少卿,1
周,內侍,1
周,內侍省宮闈局丞,1
周,內給事,1
周,內謁者,1
周,內謁者監,1
周,公主,1
周,兵曹,1
周,兵曹參軍,1
周,兵部侍郎,1
周,刑部侍郎,1
周,刑部尚書,2
周,副使,1
周,功曹參軍,2
周,北庭都護,1
周,南岳齋郎,1
周,參軍,4
周,右僕射,1
周,右散騎常侍,1
周,右武衛長史,1
周,右玉鈐衛假郎將,1
周,右玉鈐衛翊府右郎將,1
周,右羽林將軍,1
周,右肅政臺侍御史,1
周,右肅政臺御史大夫,1
周,右肅政臺殿中侍御史,1
周,右郎將,1
周,右金吾衛兵曹參軍,2
周,右金吾衛鈞台府,1
周,司倉,3
周,司僕少卿,1
周,司刑丞,1
周,司刑少卿,1
周,司勲員外郎,1
周,司勳郎中,2
周,司官台內給事,1
周,司宮台奚官局令,1
周,司封員外郎,1
周,司封郎中,1
周,司府少卿,1
周,司直,1
周,司禮博士,2
周,司衛寺主簿,1
周,司農卿,3
周,司農少卿,1
周,司門郎中,1
周,司馬,5
周,同中書門下三品,2
周,同中書門下平章事,3
周,同鳳閣鸞臺平章事,2
周,吏部侍郎,5
周,吏部員外郎,3
周,四部尉,1
周,四門博士,1
周,國公,1
周,夏官郎中,1
周,大使,1
周,大理評事,1
周,大都督府長史,3
周,天官侍郎,1
周,天官員外郎,1
周,天官常選,1
周,天官郎中,1
周,太僕少卿,2
周,太子,1
周,太子司儀郎,2
周,太子太傅,1
周,太子少師,1
周,太子左庶子,2
周,太子文學,2
周,太子洗馬,1
周,太子詹事,1
周,太子諭德,1
周,太子賓客,4
周,太學助教,1
周,太學博士,3
周,太常博士,1
周,太常卿,1
周,太常奉禮郎,1
周,太常少卿,3
周,奉使,1
周,奉宸府主簿,1
周,奉義郎,1
周,學士,2
周,安撫使,1
周,宗正少卿,1
周,宣威將軍,1
周,宣德郎,2
周,宣義郎,3
周,宮,1
周,宮者,1
周,宮門丞,1
周,宰相,2
周,將仕郎,3
周,將作大匠,1
周,少府員外少卿,1
周,尚書左丞相,1
周,尚書省左司郎中,2
周,崇文館學士,1
周,崇賢館學士,2
周,州中正,1
周,州刺史,104
周,州司倉參軍,2
周,州司兵,1
周,州司兵參軍,2
周,州司功参軍,2
周,州司士参軍,1
周,州司戶參軍事,4
周,州司馬,1
周,州員外司倉,1
周,州大都督,2
周,州學博士,1
周,州諸軍事,1
周,州長史,7
周,工部侍郎,1
周,工部尚書,2
周,左僕射,1
周,左司員外郎,1
周,左奉宸內供奉,1
周,左御史大夫,1
周,左散騎常侍,1
周,左某府倉曹,1
周,左羽林大將軍,1
周,左臺監察御史,1
周,左衛動衛,1
周,左衛勳衛,1
周,左衛大將軍,1
周,左衛率府錄事參軍,1
周,左衛翊衛,1
周,左衛翊衛帖仗,1
周,左衛翊衛武騎尉,1
周,左衛長上,1
周,左補闕,2
周,左諭德,1
周,左金吾衛引駕,1
周,左金吾衛邑陽府左果毅,1
周,左驍衛翊府長上,1
周,左驍衛翊衛,1
周,平章軍國重事,1
周,府典軍,1
周,府左果毅,1
周,府錄事參軍,1
周,度支郎中,1
周,庫部員外郎,1
周,庫部郎中,1
周,建節尉,1
周,御史中丞,3
周,御史大夫,3
周,戶部員外郎,3
周,戶部郎中,1
周,承奉郎,1
周,承議郎,2
周,拾遺,1
周,挽郎,2
周,文昌右相,1
周,文昌左丞,1
周,文林郎,2
周,昭文館學士,2
周,智果校尉,1
周,朝散大夫,7
周,朝散郎,2
周,朝義郎,1
周,朝請大夫,1
周,朝請郎,2
周,朝議大夫,1
周,朝議郎,5
周,未詳,5
周,東宮左勳衛騎都尉,1
周,東都留守,3
周,果毅,2
周,校書郎,1
周,榮文館學士,1
周,檢校 is part of a title or a verb: 檢校….office,2
周,檢校定襄道左果毅,1
周,檢校左金吾郎將,1
周,檢校果毅,1
周,正監,1
周,武騎尉,3
周,殿中,1
周,殿中侍御史,2
周,殿中監,1
周,水部員外郎,1
周,沛王,1
周,法曹參軍,1
周,游擊將軍,3
周,特進,1
周,王府司馬,1
周,王府執仗,1
周,王府戶曹,1
周,王府文學,1
周,王府法曹參軍,3
周,王府記室參軍,2
周,王府隊正,1
周,留守,1
周,登仕郎,1
周,皇帝,1
周,監察御史,5
周,監察御史裏行,1
周,直內侍監,1
周,直內侍省,1
周,直弘文館,1
周,知都督事,1
周,祠部郎中,1
周,禮部員外郎,1
周,秋官侍郎,1
周,秘書監,1
周,秘書省少監,1
周,秘書省校書郎,1
周,節度副使,1
周,納言,1
周,給事中,5
周,給事郎,1
周,縣丞,9
周,縣主簿,8
周,縣令,20
周,縣君,3
周,縣國男,1
周,縣子,1
周,縣尉,17
周,縣男,1
周,縣開國男,1
周,翰林學士,1
周,考功員外郎,2
周,考功郎中,1
周,著作佐郎,1
周,著作郎,1
周,衛倉曹參軍,1
周,衛大將軍,2
周,衛將軍,1
周,衛尉卿,2
周,衛郎將,1
周,衛騎曹參軍,1
周,西園之校,1
周,詹事府主簿,1
周,詹事府詹事,1
周,諫議大夫,1
周,諸王,7
周,起居郎,2
周,軍子總管,1
周,軍府,1
周,通直郎,2
周,道行軍大總管,2
周,郎中,1
周,郡公,2
周,郡別駕,1
周,郡司功参軍,1
周,郡太君,1
周,郡王,1
周,都官郎中,1
周,都督,3
周,都督府參軍,1
周,都督府司馬,1
周,都督府長史,1
周,鄉長,1
周,鄧府執仗,1
周,金部員外郎,1
周,金部郎中,1
周,錄事參軍,3
周,鎮將,2
周,陪戎尉,1
周,陪戎校尉,1
周,隊正,1
周,隴西城紀,1
周,雲騎尉,3
周,飛騎尉,2
周,騎都尉,6
周,高士,1
周,鳳閣侍郎,2
周,鳳閣舍人,4
周,鸞臺侍郎,1
周,麟臺少監,1
周,麟臺正字,1
周,黃門侍郎,1
周,都督,1
唐,(貶)衛尉寺丞分司東都,1
唐,丁罰,1
唐,三司,1
唐,三司使,2
唐,三司副使,1
唐,三司戶部判官,1
唐,三衛,2
唐,上儀同三司,13
唐,上右親侍,1
唐,上士,1
唐,上將軍,2
唐,上林署令,1
唐,上柱國,277
唐,上護軍,14
唐,上輕車,2
唐,上輕車都尉,20
唐,上都留後,1
唐,上開府,3
唐,上騎都尉,2
唐,东都分司,1
唐,丞,339
唐,丞相,4
唐,中大夫,8
唐,中官,1
唐,中散大夫,3
唐,中書主書,1
唐,中書令,70
唐,中書侍郎,95
唐,中書侍郎同平章事,2
唐,中書侍郎平章事,1
唐,中書舍人,267
唐,中書門下三品,1
唐,中書門下同平章事,1
唐,中書門下平章事,2
唐,中正,2
唐,中臺司列少常伯,1
唐,中護軍,1
唐,中郎將,24
唐,中里位頭大兄,1
唐,中里大兄,1
唐,中里小兄,1
唐,主事,6
唐,主客主事,1
唐,主客員外郎,55
唐,主客郎中,34
唐,主客郎中分司東都,1
唐,主簿,228
唐,二聖山陵橋道使,1
唐,互市郎,1
唐,五坊使,1
唐,五管府,1
唐,京兆尹,106
唐,仁勇副尉,1
唐,仁勇校尉,2
唐,令,1040
唐,任門下省主事,1
唐,伯,8
唐,佐,14
唐,佐吏,1
唐,佑聖國師,1
唐,使,100
唐,使府,22
唐,使相,1
唐,使職,2
唐,使院,1
唐,侍中,34
唐,侍御使,2
唐,侍御史,209
唐,侍御史内供奉,5
唐,侍御史分司東都,1
唐,侍御史知雜事,3
唐,侍禦史,1
唐,侍衛,1
唐,侍讀,13
唐,侍郎,19
唐,供奉官,3
唐,供職御史臺,1
唐,侯,6
唐,信王,2
唐,修史,2
唐,修國史,29
唐,修奉陵使,1
唐,修撰,1
唐,修文館大學士,1
唐,修文館學士,14
唐,修文館直學士,5
唐,倉曹,7
唐,倉曹參軍,41
唐,倉曹掾,1
唐,倉部員外郎,32
唐,倉部郎中,36
唐,偽官,1
唐,僕射,4
唐,僚佐,11
唐,僧正,1
唐,僧綱律師,1
唐,儀同三司,18
唐,儀岵司,1
唐,儀曹郎中,1
唐,儒林郎,5
唐,元帥,5
唐,元帥府記室,1
唐,先鋒都指揮使,1
唐,光王,2
唐,光祿卿,132
唐,光祿大夫,6
唐,光祿寺大夫,2
唐,光祿寺少卿,70
唐,光禄寺主簿分司東都,1
唐,入南詔副使,1
唐,入吐蕃册命副使,1
唐,入吐蕃會盟使,1
唐,入吐藩吊祭使,1
唐,入新羅宣慰副使,1
唐,入蕃使判官,1
唐,入蕃計會使,1
唐,內侍,57
唐,內侍正員,1
唐,內侍省內常侍,1
唐,內侍省內府局令,1
唐,內侍省宮闈局丞,2
唐,內供奉,2
唐,內史,2
唐,內史令,3
唐,內史侍郎,4
唐,內史舍人,3
唐,內寺伯,2
唐,內將,1
唐,內常侍,2
唐,內府局令,1
唐,內庫使,1
唐,內直郎,2
唐,內給事,7
唐,內謁者,1
唐,內謁者監,5
唐,兩街功德使,1
唐,公,33
唐,公主,18
唐,公主府記室參軍,1
唐,公府文學,1
唐,六部各司郎中,3
唐,兵將,1
唐,兵曹,11
唐,兵曹參軍,106
唐,兵部,8
唐,兵部侍郎,104
唐,兵部員外郎,35
唐,兵部尚書,90
唐,兵部郎中,86
唐,兵馬使,92
唐,兵馬元帥,1
唐,兵馬元帥判官,1
唐,兵馬副使,1
唐,兵馬曹,1
唐,典倉署丞,1
唐,典簽,4
唐,典設郎,3
唐,典軍,2
唐,内侍省,1
唐,内侍省監,2
唐,内供奉,7
唐,内供奉三教講論賜紫引駕起居大德,1
唐,内供奉文章應制,1
唐,内牙諸軍都知兵馬使,1
唐,内給事,1
唐,册禮使,3
唐,册禮副使,1
唐,册立吊祭南詔副使,1
唐,冠軍大将軍,2
唐,冬官侍郎,3
唐,冬官尚書,4
唐,出使,7
唐,分判軍事,2
唐,分司東都,1
唐,分巡給納官,1
唐,分領諸道財賦,1
唐,刑部侍郎,76
唐,刑部員外郎,34
唐,刑部尚書,70
唐,刑部郎中,48
唐,列校,1
唐,判三司,1
唐,判三司度支,1
唐,判中書門下事,1
唐,判主爵員外郎,1
唐,判元帥廣平王行軍司馬,1
唐,判六軍諸衛事,2
唐,判刑部侍郎,1
唐,判別駕事,1
唐,判史館事,2
唐,判司禮事,1
唐,判吏部侍郎,1
唐,判國子祭酒事,2
唐,判大理卿事,1
唐,判太常卿事,2
唐,判官,87
唐,判官書記,1
唐,判尚書省,1
唐,判左丞事,1
唐,判度支,26
唐,判度支兩稅,1
唐,判度支從事,1
唐,判度支案,2
唐,判度支鹽鐵案,1
唐,判弘文館,1
唐,判御史臺,1
唐,判戶部事,10
唐,判戶部案,1
唐,判本司事,3
唐,判樞密院事,1
唐,判考功事,3
唐,判考功員外郎,1
唐,判職方員外郎,1
唐,判都督事,2
唐,判院事,5
唐,判鹽鐵案,1
唐,判鹽鐵榷酒案,1
唐,別將,22
唐,制置使,6
唐,制置副使,2
唐,刺史參佐,1
唐,則天大聖皇后,1
唐,前齊府直文學館,1
唐,副使,30
唐,副元帥,12
唐,副元帥判官,3
唐,副元帥行軍司馬,1
唐,副兵馬使,1
唐,副千戶,1
唐,副大總管,1
唐,副宰相,1
唐,副將,19
唐,副率,3
唐,副知院事,1
唐,副郎將,1
唐,副隊正,1
唐,功曹參軍,20
唐,功曹掾,3
唐,助教,1
唐,勸農判官,4
唐,勸農宣慰使,1
唐,勾當鑄錢使,1
唐,北京留守,1
唐,北庭都護府幕府僚佐,1
唐,北都留守,4
唐,北門修撰,1
唐,北門長上,1
唐,匭函使,1
唐,十將,7
唐,千牛,15
唐,千牛上將軍,1
唐,千牛直長,1
唐,千牛衛長史,1
唐,協律判官,1
唐,協律郎,30
唐,单于副大都護,1
唐,单于大都護,1
唐,单于都護,1
唐,南陵院官,1
唐,卿,15
唐,參卿,1
唐,參掌山陵禮儀,1
唐,參知政事,2
唐,參謀,10
唐,參軍,584
唐,受節度,1
唐,句當中書事,1
唐,史,24
唐,史官,1
唐,史職,5
唐,史館修撰,44
唐,史館兼修國史,1
唐,史館待詔,1
唐,右五馬軍總管,1
唐,右僕射,67
唐,右光祿大夫,3
唐,右内率府兵曹參軍,1
唐,右内率府冑曹參軍,1
唐,右勳侍,1
唐,右勳侍校尉,1
唐,右勳衛,4
唐,右勳衛隊正,1
唐,右千牛,14
唐,右千牛衛千牛備身,1
唐,右司馬,4
唐,右威衛,6
唐,右威衛大將軍,1
唐,右尚署令,1
唐,右屯衛,5
唐,右巡使,1
唐,右庫真左右,1
唐,右戎衛翔衛,1
唐,右押衙,1
唐,右拾遺,66
唐,右散騎常侍,56
唐,右果毅,3
唐,右果毅都尉,6
唐,右武衛,1
唐,右武衛大將軍,1
唐,右武衛錄事參軍,1
唐,右武衛長史,1
唐,右率府中郎將,1
唐,右率府郎將,1
唐,右玉鈐衛郎將,1
唐,右琥衛翊衛校尉,1
唐,右監門直長,1
唐,右羽林大將軍,3
唐,右羽林將軍,8
唐,右翊衛,3
唐,右肅政臺,1
唐,右肅政臺御史大夫,1
唐,右肅政臺殿中侍御史,2
唐,右肅政臺監察御史,1
唐,右街僧錄司,1
唐,右街功德使,1
唐,右衛,1
唐,右衛上將軍,1
唐,右衛倉曹參軍,1
唐,右衛倉曹掾,2
唐,右衛勳府校尉,1
唐,右衛勳衛,1
唐,右衛大將軍,11
唐,右衛將軍,15
唐,右衛率府倉曹參軍,2
唐,右衛翊二府翊衛,1
唐,右衛翊衛護軍,1
唐,右衛長史,1
唐,右衛騎曹參軍,2
唐,右補闕,71
唐,右補闕内供奉,1
唐,右親衛,4
唐,右諫議大夫,10
唐,右諭德,3
唐,右贊善大夫,6
唐,右郎將,2
唐,右金吾大將軍,9
唐,右金吾將軍,20
唐,右金吾衛兵曹參軍,4
唐,右金吾衛大將軍,2
唐,右金吾衛翊府左郎將,1
唐,右金吾衛胄曹參軍,1
唐,右金吾衛郎將,1
唐,右領軍上將軍,1
唐,右領軍大將軍,3
唐,右領軍果毅,1
唐,右領軍翊府親衛,1
唐,右領軍衛上將軍,1
唐,右領軍衛天固府統軍,1
唐,右領軍衛將軍,3
唐,右領軍錄事參軍,1
唐,右領軍鎧曹,1
唐,右驍衛,11
唐,右驍衛兵曹參軍,2
唐,右驍衛大將軍,1
唐,右驍衛將軍,1
唐,右驍衛騎曹參軍,2
唐,右龍武軍長史,1
唐,司倉,16
唐,司僕卿,3
唐,司僕少卿,2
唐,司元大夫,1
唐,司刑丞,1
唐,司刑侍郎,1
唐,司刑少卿,1
唐,司刑正,1
唐,司列大夫,1
唐,司列少常伯,4
唐,司勲員外郎,60
唐,司勳,4
唐,司勳員外郎,2
唐,司勳員外郎分司洛陽,1
唐,司勳郎中,52
唐,司城員外郎,1
唐,司士,2
唐,司士參軍,46
唐,司封員外郎,37
唐,司封郎中,43
唐,司封郎中分司洛陽,1
唐,司平太常伯,1
唐,司府丞,1
唐,司府少卿,2
唐,司徒,46
唐,司成,1
唐,司文少卿,1
唐,司文郎中,3
唐,司津監丞,1
唐,司直,2
唐,司禮博士,1
唐,司禮寺博士,1
唐,司禮少卿,3
唐,司空,56
唐,司經局正字,2
