person1,person2,c_assoc_desc_chn,count
曾巩,陈巽,为Y作神道碑,1
曾巩,陈师道,教授Y,1
曾巩,陈思道,挽诗、词由Y所作,1
曾巩,陈枢,为Y作墓志铭,1
曾巩,陈象舆,为Y之建筑物题咏、记、命名,1
曾巩,陈贻序,称道Y的诗作,1
曾巩,陈迪,为Y作墓志铭,1
曾巩,韩维,墓志铭由Y所作,1
曾巩,韩维,神道碑由Y所作,1
曾巩,马瑊,赠诗、文,1
曾巩,骆与京,为Y作墓志铭,1
曾巩,黄巽,为Y之建筑物题咏、记、命名,1
曾巩,黄庭坚,书跋由Y所作,1
曾巩,黄氏(林槩母),为Y作墓志铭,1
曾巩,黄氏(林高妻),为Y作墓志铭,1
曾巩,黄溍,书跋由Y所作,1
欧阳修,丁宝臣,与Y游,1
欧阳修,丁宝臣,为Y作墓志铭,1
欧阳修,丁宝臣,为Y作墓表,1
欧阳修,丁宝臣,为Y作祭文,1
欧阳修,丁宝臣,友,1
欧阳修,丁宝臣,推荐,1
欧阳修,丁宝臣,答Y书,1
欧阳修,于世封,教授Y,1
欧阳修,于世封,文风为Y所效法,1
欧阳修,仲简,致Y启,1
欧阳修,仲讷,为Y所著书作序,1
欧阳修,何郯,致Y启,1
欧阳修,余靖,同道,1
欧阳修,余靖,政见趋同,1
欧阳修,余靖,致书Y,1
欧阳修,傅卞,为Y乞某事,1
欧阳修,傅卞,答Y书,1
欧阳修,冯氏(赵惟和妻),为Y作墓志铭,1
欧阳修,刁纺,为Y作哀辞,1
欧阳修,刁纺,赠诗、文,1
欧阳修,刘元瑜,得到Y的支持,1
欧阳修,刘光裔,为Y之建筑物题咏、记、命名,1
欧阳修,刘攽,推荐,1
欧阳修,刘攽,被致书由Y,1
欧阳修,刘敞,为Y作墓志铭,1
欧阳修,刘敞,为Y作祭文,1
欧阳修,刘敞,论学,1
欧阳修,刘涣,赠诗、文,1
欧阳修,刘立之,为Y作墓志铭,1
欧阳修,刘羲叟,推荐,1
欧阳修,包拯,上奏论Y,1
欧阳修,卢县太君,为Y作墓志铭,1
欧阳修,史修,为Y之建筑物题咏、记、命名,1
欧阳修,史谭,推荐,1
欧阳修,叶涛,传记作者为Y,1
欧阳修,司马光,推荐,1
欧阳修,司马光,致书Y,1
欧阳修,向传师,为Y所著书作跋,1
欧阳修,向传范,致书Y,1
欧阳修,吕公弼,致Y启,1
欧阳修,吕公弼,致书Y,1
欧阳修,吕公著,答Y书,1
欧阳修,吕士元,为Y作墓志铭,1
欧阳修,吕夏卿,致书Y,1
欧阳修,吕大防,被致书由Y,1
欧阳修,吕夷简,上奏论Y,1
欧阳修,吕夷简,弹劾,1
欧阳修,吕夷简,致Y启,1
欧阳修,吕惠卿,为Y之考官,1
欧阳修,吕惠卿,推荐,1
欧阳修,吕溱,推荐,1
欧阳修,吕绍宁,弹劾,1
欧阳修,吴举,为Y作墓志铭,1
欧阳修,吴充,行状由Y所作,1
欧阳修,吴则礼,书跋由Y所作,1
欧阳修,吴天常,推荐,1
欧阳修,吴天常,欣赏/器重,1
欧阳修,吴奎,为Y作祭文,1
欧阳修,吴孝宗,受到Y拜访,1
欧阳修,吴怀德,为Y作墓志铭,1
欧阳修,吴显道,从游者为Y,1
欧阳修,吴澄,书跋由Y所作,1
欧阳修,吴育,为Y作墓志铭,1
欧阳修,吴育,为Y作祭文,1
欧阳修,周尧卿,为Y作墓志铭,1
欧阳修,周尧卿,为Y作墓表,1
欧阳修,周必大,建筑物得到Y的题咏、记、命名,1
欧阳修,周紫芝,著作被Y评论,1
欧阳修,周行己,书跋由Y所作,1
欧阳修,唐拱,为Y作墓志铭,1
欧阳修,唐拱,为Y作墓表,1
欧阳修,夏日华,推荐,1
欧阳修,姚光弼,推荐,1
欧阳修,孔武仲,祭文由Y所作,1
欧阳修,孙丕,为Y作碑阴,1
欧阳修,孙复,为Y作墓志铭,1
欧阳修,孙思恭,得到Y的支持,1
欧阳修,孙思恭,得到友人Y之帮助,1
欧阳修,孙沔,为Y乞某事,1
欧阳修,孙洙,推荐,1
欧阳修,孙甫,为Y作墓志铭,1
欧阳修,孙祖德,为Y作临别赠言(送别诗、序),1
欧阳修,孙觌,建筑物得到Y的题咏、记、命名,1
欧阳修,宋咸,答Y书,1
欧阳修,宋庠,为Y作祭文,1
欧阳修,宋庠,答Y书,1
欧阳修,宋敏求,为Y作临别赠言(送别诗、序),1
欧阳修,宋敏求,推荐,1
欧阳修,宋祁,友,1
欧阳修,宋祁,合撰(编)著作,1
欧阳修,宋祁,被致书由Y,1
欧阳修,富弼,支持,1
欧阳修,富弼,答Y启,1
欧阳修,富弼,被致书由Y,1
欧阳修,尹仲宣,为Y作墓志铭,1
欧阳修,尹材,致书Y,1
欧阳修,尹洙,为Y之学生,1
欧阳修,尹洙,为Y作墓志铭,1
欧阳修,尹洙,为Y作祭文,1
欧阳修,尹洙,评论Y之著作,1
欧阳修,尹源,为Y作墓志铭,1
欧阳修,尹源,为Y作字说、名述,1
欧阳修,尹源,为Y作祭文,1
欧阳修,尹源,为Y所著书作序,1
欧阳修,崔公度,收到Y所献诗、文、书,1
欧阳修,常秩,推荐,1
欧阳修,廖倚,为Y作临别赠言(送别诗、序),1
欧阳修,廖倚,为Y所著书作序,1
欧阳修,廖偁,为Y所著书作序,1
欧阳修,廖偁,欣赏/器重,1
欧阳修,张?,推荐,1
欧阳修,张九思,为Y作墓志铭,1
欧阳修,张令,为Y所著书作序,1
欧阳修,张先,为Y作墓志铭,1
欧阳修,张唐民,为Y作临别赠言(送别诗、序),1
欧阳修,张守约,推荐,1
欧阳修,张巨,学生为Y,1
欧阳修,张思,为Y作墓志铭,1
欧阳修,张惟吉,为Y作祭文,1
欧阳修,张方平,答Y书,1
欧阳修,张旨,推荐,1
欧阳修,张昷之,为Y所著书作序,1
欧阳修,张氏(赵祯妃),为Y作祝词,1
欧阳修,张汝士,为Y作墓志铭,1
欧阳修,张汝士,为Y作墓表,1
欧阳修,张汝士,友,1
欧阳修,张田,推荐,1
欧阳修,张立之,推荐,1
欧阳修,张谷,为Y之建筑物题咏、记、命名,1
欧阳修,张谷,为Y作墓志铭,1
欧阳修,张谷,为Y作墓表,1
欧阳修,张谷,为Y作字说、名述,1
欧阳修,张谷,为Y所著书作序,1
欧阳修,张锡,为Y作墓志铭,1
欧阳修,强至,收到Y的答书,1
欧阳修,强至,被致书由Y,1
欧阳修,彭偕,门客为Y,1
欧阳修,彭几,被Y欣赏/器重,1
欧阳修,彭知一,为Y之建筑物题咏、记、命名,1
欧阳修,徐唐,推荐,1
欧阳修,徐无党,为Y作临别赠言(送别诗、序),1
欧阳修,徐无党,学生为Y,1
欧阳修,徐氏(施昌言妻),为Y作墓志铭,1
欧阳修,徐玉,推荐,1
欧阳修,徐的,致Y启,1
欧阳修,徐问真,友,1
欧阳修,慕容氏(赵从蔼妻),为Y作墓志铭,1
欧阳修,戴国忠,称道Y之节行,1
欧阳修,折继长,推荐,1
欧阳修,折继长,欣赏/器重,1
欧阳修,文彦博,答Y启,1
欧阳修,文彦博,致书Y,1
欧阳修,方希则,为Y作临别赠言(送别诗、序),1
欧阳修,方楷,为Y作临别赠言(送别诗、序),1
欧阳修,方端,欣赏/器重,1
欧阳修,施昌言,为Y之建筑物题咏、记、命名,1
欧阳修,施昌言,为Y作墓志铭,1
欧阳修,晁补之,祭文由Y所作,1
欧阳修,晁说之,画赞(画像记)由Y所作,1
欧阳修,晏殊,为Y之门人,1
欧阳修,晏殊,为Y作墓志铭,1
欧阳修,晏殊,为Y作神道碑,1
欧阳修,晏殊,为Y所著书作跋,1
欧阳修,晏殊,被Y推荐,1
欧阳修,晏殊,题Y的书帖,1
欧阳修,曾巩,为Y作临别赠言(送别诗、序),1
欧阳修,曾巩,学生为Y,1
欧阳修,曾巩,建筑物得到Y的题咏、记、命名,1
欧阳修,曾巩,推荐,1
欧阳修,曾巩,祭文由Y所作,1
欧阳修,曾巩,答Y书,1
欧阳修,曾肇,推荐,1
欧阳修,曾致尧,为Y作墓志铭,1
欧阳修,曾致尧,为Y作神道碑,1
欧阳修,朱处约,致书Y,1
欧阳修,朱熹,传记作者为Y,1
欧阳修,李之仪,书序由Y所作,1
欧阳修,李之仪,画赞(画像记)由Y所作,1
欧阳修,李仲偃,答Y启,1
欧阳修,李仲芳,为Y作墓表,1
欧阳修,李允,为Y乞某事,1
欧阳修,李允,推荐,1
欧阳修,李公佐,为Y之建筑物题咏、记、命名,1
欧阳修,李公佐,友,1
欧阳修,李公佐,称道Y之节行,1
欧阳修,李大临,答Y书,1
欧阳修,李天锡,答Y启,1
欧阳修,李宽,为Y作学记（书院记）,1
欧阳修,李宽,致Y启,1
欧阳修,李寿朋,答Y书,1
欧阳修,李建中,为Y之书、画作跋,1
欧阳修,李建中,为Y所著书作跋,1
欧阳修,李柬之,答Y启,1
欧阳修,李氏(王凝妻),为Y作传,1
欧阳修,李氏(王利妻),为Y作墓志铭,1
欧阳修,李氏(赵世坚妻),为Y作墓志铭,1
欧阳修,李淑,答Y书,1
欧阳修,李淑,答Y启,1
欧阳修,李淑,致Y启,1
欧阳修,李淑,致书Y,1
欧阳修,李端懿,为Y作墓志铭,1
欧阳修,李纲,书跋由Y所作,1
欧阳修,李觏,致书Y,1
欧阳修,杜䜣,致书Y,1
欧阳修,杜杞,上奏论Y,1
欧阳修,杜杞,为Y作墓志铭,1
欧阳修,杜植,答Y书,1
欧阳修,杜衍,为Y作祭文,1
欧阳修,杜衍,为Y作行状,1
欧阳修,杜衍,为Y所著书作跋,1
欧阳修,杜衍,支持,1
欧阳修,杜衍,被致书由Y,1
欧阳修,杨万里,建筑物得到Y的题咏、记、命名,1
欧阳修,杨偕,为Y作墓志铭,1
欧阳修,杨天惠,文风为Y所效法,1
欧阳修,杨寘,为Y作临别赠言(送别诗、序),1
欧阳修,杨寘,赠诗、文,1
欧阳修,杨察,答Y启,1
欧阳修,杨愿,为Y所著书作跋,1
欧阳修,杨杰,从游者为Y,1
欧阳修,杨氏(欧阳修妻),为Y作墓志铭,1
欧阳修,杨琪,为Y作墓志铭,1
欧阳修,杨蟠,称道Y的诗作,1
欧阳修,杨褒,答Y书,1
欧阳修,杨覃,为Y作墓志铭,1
欧阳修,柳贯,书跋由Y所作,1
欧阳修,桑怿,为Y作传,1
欧阳修,梅尧臣,为Y作临别赠言(送别诗、序),1
欧阳修,梅尧臣,为Y作祭文,1
欧阳修,梅尧臣,为Y所著书作序,1
欧阳修,梅尧臣,友,1
欧阳修,梅尧臣,推荐,1
欧阳修,梅尧臣,致书Y,1
欧阳修,梅挚,为Y之建筑物题咏、记、命名,1
欧阳修,梅挚,致书Y,1
欧阳修,梅让,为Y作墓志铭,1
欧阳修,梅询,为Y作墓志铭,1
欧阳修,欧庆,为Y作墓表,1
欧阳修,欧阳偃,为Y作祭文,1
欧阳修,欧阳偃,为Y所著书作序,1
欧阳修,欧阳奕,致书Y,1
欧阳修,欧阳昞,为Y之建筑物题咏、记、命名,1
欧阳修,欧阳晔,为Y作墓志铭,1
欧阳修,欧阳晔,为Y作祭文,1
欧阳修,欧阳晔,为Y所著书作序,1
欧阳修,欧阳棐,为Y作传,1
欧阳修,欧阳玄,书跋由Y所作,1
欧阳修,欧阳观,为Y所著书作序,1
欧阳修,欧阳载,为Y作墓志铭,1
欧阳修,欧阳载,为Y所著书作序,1
欧阳修,欧阳郴,为Y作祭文,1
欧阳修,欧阳郴,为Y所著书作序,1
欧阳修,欧阳颍,为Y作墓志铭,1
欧阳修,欧阳颍,为Y所著书作序,1
欧阳修,毕仲游,被致书由Y,1
欧阳修,江休复,为Y作墓志铭,1
欧阳修,江休复,为Y所著书作序,1
欧阳修,沈括,被致书由Y,1
欧阳修,沈遘,致书Y,1
欧阳修,滕宗谅,为Y之建筑物题咏、记、命名,1
欧阳修,滕宗谅,答Y启,1
欧阳修,滕宗谅,致书Y,1
欧阳修,焦千之,欣赏/器重,1
欧阳修,燕肃,致Y启,1
欧阳修,狄栗,为Y作墓志铭,1
欧阳修,狄栗,为Y作庙碑记,1
欧阳修,狄栗,答Y启,1
欧阳修,王世昌,为Y作墓志铭,1
欧阳修,王举正,为Y之书、画作跋,1
欧阳修,王举正,为Y所著书作跋,1
欧阳修,王举正,致Y启,1
欧阳修,王代恕,为Y作墓志铭,1
欧阳修,王利,为Y作墓志铭,1
欧阳修,王十朋,画赞(画像记)由Y所作,1
欧阳修,王回,为Y作祭文,1
欧阳修,王回,推荐,1
欧阳修,王存,称道Y之节行,1
欧阳修,王安国,答Y书,1
欧阳修,王安石,不合,1
欧阳修,王安石,学生为Y,1
欧阳修,王安石,推荐,1
欧阳修,王安石,祭文由Y所作,1
欧阳修,王安石,致Y启,1
欧阳修,王安石,被致书由Y,1
欧阳修,王尧臣,为Y作墓志铭,1
欧阳修,王尧臣,答Y启,1
欧阳修,王彦章,为Y之建筑物题咏、记、命名,1
欧阳修,王德用,为Y作神道碑,1
欧阳修,王无咎,致书Y,1
欧阳修,王旦,为Y作神道碑,1
欧阳修,王曙,答Y书,1
欧阳修,王果,推荐,1
欧阳修,王柏,书跋由Y所作,1
欧阳修,王氏(吴怀德妻),为Y作墓志铭,1
欧阳修,王汲,为Y作墓志铭,1
欧阳修,王洙,为Y作墓志铭,1
欧阳修,王洙,致书Y,1
欧阳修,王畴,致书Y,1
欧阳修,王莘,教授Y,1
欧阳修,王质,为Y作神道碑,1
欧阳修,王质,致书Y,1
欧阳修,王陶,答Y书,1
欧阳修,田况,致书Y,1
欧阳修,石介,为Y作墓志铭,1
欧阳修,石介,友,1
欧阳修,石延年,为Y之诗文作跋,1
欧阳修,石延年,为Y作墓志铭,1
欧阳修,石延年,为Y作墓表,1
欧阳修,石延年,为Y作祭文,1
欧阳修,石延年,为Y所著书作跋,1
欧阳修,石延年,友,1
欧阳修,石扬休,致书Y,1
欧阳修,祖无择,答Y书,1
欧阳修,祖无择,致书Y,1
欧阳修,秦观,祭文由Y所作,1
欧阳修,程元白,为Y作墓志铭,1
欧阳修,程元白,为Y作神道碑,1
欧阳修,程戡,致Y启,1
欧阳修,程琳,为Y作墓志铭,1
欧阳修,程琳,为Y作神道碑,1
欧阳修,程琳,为Y作祭文,1
欧阳修,穆修,称道Y之文风,1
欧阳修,章公量,从游者为Y,1
欧阳修,章岷,致书Y,1
欧阳修,章得象,致书Y,1
欧阳修,章望之,为Y作字说、名述,1
欧阳修,章望之,推荐,1
欧阳修,米光濬,为Y乞某事,1
欧阳修,米氏(赵从恪妻),为Y作墓志铭,1
欧阳修,胡宗炎,称道Y的诗作,1
欧阳修,胡宿,为Y作墓志铭,1
欧阳修,胡瑗,为Y作墓表,1
欧阳修,胡瑗,推荐,1
欧阳修,胥偃,收到Y的答启,1
欧阳修,胥偃,称道Y之文风,1
欧阳修,胥偃,被Y欣赏/器重,1
欧阳修,胥氏(欧阳修妻),为Y作墓志铭,1
欧阳修,胥致尧(字),为Y作墓志铭,1
欧阳修,苏丕,推荐,1
欧阳修,苏安世,得到Y的支持,1
欧阳修,苏洵,为Y作墓志铭,1
欧阳修,苏洵,推荐,1
欧阳修,苏洵,收到Y的启,1
欧阳修,苏舜钦,为Y作墓志铭,1
欧阳修,苏舜钦,为Y作祭文,1
欧阳修,苏舜钦,为Y所著书作序,1
欧阳修,苏舜钦,为Y所著书作跋,1
欧阳修,苏舜钦,友,1
欧阳修,苏舜钦,被致书由Y,1
欧阳修,苏轼,书序由Y所作,1
欧阳修,苏轼,党羽为Y,1
欧阳修,苏轼,推荐,1
欧阳修,苏轼,推荐Y参加制科考试,1
欧阳修,苏轼,祭文由Y所作,1
欧阳修,苏轼,称道Y之文章、学问,1
欧阳修,苏轼,被致书由Y,1
欧阳修,苏辙,神道碑由Y所作,1
欧阳修,苏辙,祭文由Y所作,1
欧阳修,范仲淹,为Y作神道碑,1
欧阳修,范仲淹,为Y作祭文,1
欧阳修,范仲淹,答Y书,1
欧阳修,范仲淹,被Y推荐,1
欧阳修,范文度,为Y之书、画作跋,1
欧阳修,范文度,为Y所著书作跋,1
欧阳修,范镇,致书Y,1
欧阳修,萧汝为,欣赏/器重,1
欧阳修,蒋之奇,被Y弹劾,1
欧阳修,蔡交,致书Y,1
欧阳修,蔡琇,为Y作墓志铭,1
欧阳修,蔡襄,为Y作墓志铭,1
欧阳修,蔡襄,为Y作学记（书院记）,1
欧阳修,蔡襄,为Y作祭文,1
欧阳修,蔡襄,为Y所著书作序,1
欧阳修,蔡襄,友,1
欧阳修,蔡襄,收到Y的答书,1
欧阳修,蔡襄,答Y书,1
欧阳修,蔡高,为Y作墓志铭,1
欧阳修,蔡齐,为Y之神道碑作额篆,1
欧阳修,蔡齐,为Y作墓志铭,1
欧阳修,蔡齐,为Y作行状,1
欧阳修,薛塾,为Y作墓志铭,1
欧阳修,薛塾,为Y作墓表,1
欧阳修,薛奎,为Y作墓志铭,1
欧阳修,薛奎,为Y作祭文,1
欧阳修,薛奎,为Y所著书作序,1
欧阳修,薛奎,为Y所著书作跋,1
欧阳修,薛直孺,为Y作墓志铭,1
欧阳修,薛直孺,为Y作祭文,1
欧阳修,薛睦,为Y作墓志铭,1
欧阳修,薛睦,为Y作墓表,1
欧阳修,薛良孺,为Y作墓志铭,1
欧阳修,薛长孺,为Y作墓志铭,1
欧阳修,虞集,书跋由Y所作,1
欧阳修,裴德裕,为Y作墓志铭,1
欧阳修,裴煜,被致书由Y,1
欧阳修,许元,为Y作墓志铭,1
欧阳修,许元,答Y启,1
欧阳修,许元,致Y启,1
欧阳修,许昌龄,欣赏/器重,1
欧阳修,许昌龄,称道Y的诗作,1
欧阳修,许昌龄,赠诗、文,1
欧阳修,许逖,为Y作行状,1
欧阳修,谢伯初,致书Y,1
欧阳修,谢希孟,为Y所著书作序,1
欧阳修,谢希孟,称道Y的诗作,1
欧阳修,谢景初,致书Y,1
欧阳修,谢氏(梅尧臣妻),为Y作墓志铭,1
欧阳修,谢涛,为Y作墓志铭,1
欧阳修,谢绛,为Y作祭文,1
欧阳修,贾氏(赵宗讷妻),为Y作墓志铭,1
欧阳修,贾黯,答Y启,1
欧阳修,赵,为Y作墓志铭,1
欧阳修,赵世哲,为Y作墓志铭,1
欧阳修,赵世宣,为Y作墓志铭,1
欧阳修,赵世智,为Y作墓志铭,1
欧阳修,赵世融,为Y作墓志铭,1
欧阳修,赵世衡,为Y作墓志铭,1
欧阳修,赵仲謇,为Y作墓志铭,1
欧阳修,赵叔韶,上奏论Y,1
欧阳修,赵宗师,为Y作墓志铭,1
欧阳修,赵宗沔,为Y作墓志铭,1
欧阳修,赵宗讷,为Y作墓志铭,1
欧阳修,赵宗颜,为Y作墓志铭,1
欧阳修,赵宗颜,为Y作祭文,1
欧阳修,赵彦若,致书Y,1
欧阳修,赵明诚,文风为Y所效法,1
欧阳修,赵曙,为Y作祭文,1
欧阳修,赵曙,致书Y,1
欧阳修,赵湘,为Y所著书作跋,1
欧阳修,赵祯,为Y之建筑物题咏、记、命名,1
欧阳修,赵祯,为Y所著书作序,1
欧阳修,赵顼,致书Y,1
欧阳修,连庶,推荐,1
欧阳修,连舜宾,为Y作墓志铭,1
欧阳修,连舜宾,为Y作墓表,1
欧阳修,邵必,答Y启,1
欧阳修,郑侠,被致书由Y,1
欧阳修,郑平,为Y作墓志铭,1
欧阳修,郑氏(欧阳观妻),为Y作祭文,1
欧阳修,郑氏(欧阳观妻),为Y篆匾额、器铭,1
欧阳修,郑獬,答Y书,1
欧阳修,郑荀,为Y所著书作序,1
欧阳修,郝质,弹劾,1
欧阳修,郝质,推荐,1
欧阳修,郭固,弹劾,1
欧阳修,郭延卿,拜访,1
欧阳修,郭辅,答Y书,1
欧阳修,释契嵩,被致书由Y,1
欧阳修,释延遇,为Y作佛寺记,1
欧阳修,释惟俨,为Y所著书作序,1
欧阳修,释惠勤,学生为Y,1
欧阳修,释昙颖,从游者为Y,1
欧阳修,释秘演,为Y所作诗文作序,1
欧阳修,释秘演,为Y所著书作序,1
欧阳修,释道诠,为Y作佛寺记,1
欧阳修,释鉴聿,为Y所著书作序,1
欧阳修,钱冶,为Y作墓志铭,1
欧阳修,钱冶,为Y作墓表,1
欧阳修,钱氏(赵世准妻),为Y作墓志铭,1
欧阳修,阎象,为Y作墓志铭,1
欧阳修,阎象,为Y作神道碑,1
欧阳修,陆伸,答Y书,1
欧阳修,陆经,为Y之建筑物题咏、记、命名,1
欧阳修,陆经,友,1
欧阳修,陈之方,致书Y,1
欧阳修,陈亮,书跋由Y所作,1
欧阳修,陈尧佐,为Y作墓志铭,1
欧阳修,陈尧佐,为Y作神道碑,1
欧阳修,陈岩夫,为Y之建筑物题咏、记、命名,1
欧阳修,陈师道,祭文由Y所作,1
欧阳修,陈汉卿,为Y作墓志铭,1
欧阳修,陈烈,推荐,1
欧阳修,陈知明,答Y书,1
欧阳修,陈起,欣赏/器重,1
欧阳修,陈铸,答Y启,1
欧阳修,雷简夫,被致书由Y,1
欧阳修,韩元吉,书跋由Y所作,1
欧阳修,韩国华,为Y作画赞(画像记),1
欧阳修,韩琦,为Y之建筑物题咏、记、命名,1
欧阳修,韩琦,墓志铭由Y所作,1
欧阳修,韩琦,支持,1
欧阳修,韩琦,祭文由Y所作,1
欧阳修,韩琦,致Y启,1
欧阳修,韩绛,答Y启,1
欧阳修,韩绛,致书Y,1
欧阳修,韩维,致书Y,1
欧阳修,韩贽,答Y书,1
欧阳修,马遵,为Y之建筑物题咏、记、命名,1
欧阳修,马遵,致书Y,1
欧阳修,高氏(谢绛妻),为Y作墓志铭,1
欧阳修,高若讷,反对/攻讦,1
欧阳修,高若讷,致书Y,1
欧阳修,高若讷,被Y弹劾,1
欧阳修,魏了翁,书序由Y所作,1
欧阳修,黄庭坚,被致书由Y,1
欧阳修,黄注,为Y作墓志铭,1
欧阳修,黄渭,致书Y,1
欧阳修,黄溍,书跋由Y所作,1
欧阳修,龙昌期,反对/攻讦,1
王安石,丁宝臣,为Y作墓志铭,1
王安石,丁宝臣,为Y作祭文,1
王安石,丁宝臣,致书Y,1
王安石,丁用平,为Y作道观记,1
王安石,仲讷,为Y作墓志铭,1
王安石,伍诰,推荐,1
王安石,余京,答Y书,1
王安石,余象,被Y弹劾,1
王安石,余靖,为Y之建筑物题咏、记、命名,1
王安石,余靖,为Y墓表作序,1
王安石,俞汝尚,拒绝在Y的主政期出仕,1
王安石,俞紫琳,门人为Y,1
王安石,俞紫芝,从游者为Y,1
王安石,俞紫芝,答Y书,1
王安石,傅立,为Y作墓志铭,1
王安石,元积中,为Y作学记（书院记）,1
王安石,元绛,答Y书,1
王安石,全自明,为Y之建筑物题咏、记、命名,1
王安石,全自明,为Y作道观记,1
王安石,冯京,其政策被Y反对/不支持,1
王安石,冯守信,为Y作神道碑,1
王安石,刁A,为Y作墓志铭,1
王安石,刁某,为Y作墓志铭,1
王安石,刁约,为Y作祭文,1
王安石,刁绎,为Y之建筑物题咏、记、命名,1
王安石,刁绎,为Y作祭文,1
王安石,刘克庄,书跋由Y所作,1
王安石,刘季孙,称道Y的诗作,1
王安石,刘定,为Y之建筑物题咏、记、命名,1
王安石,刘庠,会面的邀请被Y拒绝,1
王安石,刘弇,祭文由Y所作,1
王安石,刘彝,推荐,1
王安石,刘恕,拒绝在Y的主政期出仕,1
王安石,刘愿,其学为Y所排,1
王安石,刘挚,欣赏/器重,1
王安石,刘攽,其政策被Y反对/不支持,1
王安石,刘攽,被致书由Y,1
王安石,刘敞,致书Y,1
王安石,刘氏(王贽妻),为Y作墓志铭,1
王安石,刘泾,推荐,1
王安石,刘牧,为Y作墓志铭,1
王安石,刘瑾,致书Y,1
王安石,句希仲,为Y作墓志铭,1
王安石,叶涛,学生为Y,1
王安石,司马光,不合,1
王安石,司马光,答Y书,1
王安石,司马沂,为Y作墓表,1
王安石,吕公弼,其政策被Y反对/不支持,1
王安石,吕公弼,排挤,1
王安石,吕公弼,门客为Y,1
王安石,吕公绰,为Y作祭文,1
王安石,吕公著,推荐,1
王安石,吕公著,致书Y,1
王安石,吕冲之,为Y之建筑物题咏、记、命名,1
王安石,吕升卿,推荐,1
王安石,吕嘉问,党羽为Y,1
王安石,吕大忠,其政策被Y反对/不支持,1
王安石,吕惠卿,推荐,1
王安石,吕惠卿,收到Y的启,1
王安石,吕惠卿,政见趋同,1
王安石,吕惠卿,致书Y,1
王安石,吕惠卿,被Y陷害,1
王安石,吕诲,遭到Y的反对/攻讦,1
王安石,吕陶,其政策被Y反对/不支持,1
王安石,吕陶,排挤,1
王安石,吕陶,门客为Y,1
王安石,吴充,为Y作祭文,1
王安石,吴充,致书Y,1
王安石,吴兴宗,为Y作墓志铭,1
王安石,吴奎,其政策被Y反对/不支持,1
王安石,吴孝宗,被Y得罪,1
王安石,吴敏,为Y作墓志铭,1
王安石,吴显道,相唱和,1
王安石,吴某(吴申父),为Y作墓志铭,1
王安石,吴氏(曾易占妻),为Y作墓志铭,1
王安石,吴澄,书序由Y所作,1
王安石,吴申,为Y作墓志铭,1
王安石,吴蕃,为Y作墓志铭,1
王安石,吴蕡,为Y作墓志铭,1
王安石,吴蕡,致书Y,1
王安石,吴藩,为Y作墓志铭,1
王安石,吴豪,致书Y,1
王安石,员兴宗,书跋由Y所作,1
王安石,周嘉正,为Y作墓志铭,1
王安石,周常,欣赏/器重,1
王安石,周常,称道Y之文章、学问,1
王安石,周涛,为Y作墓志铭,1
王安石,周涛,为Y作祭文,1
王安石,周穜,是Y的恩主,1
王安石,周穜,欣赏/器重,1
王安石,周茂先,为Y作墓志铭,1
王安石,周谞,其政策被Y反对/不支持,1
王安石,周起,为Y作墓志铭,1
王安石,周起,为Y作神道碑,1
王安石,唐介,其政策被Y反对/不支持,1
王安石,唐坰,推荐,1
王安石,唐坰,遭到Y的反对/攻讦,1
王安石,夏侯氏(谢绛妻),为Y作墓志铭,1
王安石,夏希道,为Y作学记（书院记）,1
王安石,姚辟,答Y书,1
王安石,孔文仲,其政策被Y反对/不支持,1
王安石,孔旼,为Y作墓志铭,1
王安石,孔道辅,为Y作墓志铭,1
王安石,孙侔,为Y作临别赠言(送别诗、序),1
王安石,孙侔,为Y所著书作序,1
王安石,孙侔,从游者为Y,1
王安石,孙侔,答Y书,1
王安石,孙侔,致书Y,1
王安石,孙冲,称道Y之文章、学问,1
王安石,孙升,遭到Y的反对/攻讦,1
王安石,孙抗,为Y作墓志铭,1
王安石,孙沔,答Y书,1
王安石,孙沔,被致书由Y,1
王安石,孙立节,拒绝在Y的主政期出仕,1
王安石,孙觉,友,1
王安石,孙觉,排挤,1
王安石,孙觉,是Y的恩主,1
王安石,孙觉,祭文由Y所作,1
王安石,孙觉,答Y书,1
王安石,孙觉,致书Y,1
王安石,孙觌,著作被Y评论,1
王安石,孙贯之,为Y作墓志铭,1
王安石,孙适,从游者为Y,1
王安石,孙适,学生为Y,1
王安石,孙邈,其学得到Y之赞扬,1
王安石,孙邈,称道Y之文风,1
王安石,孙锡,为Y作墓志铭,1
王安石,孙长卿,为Y作墓志铭,1
王安石,孙鼛,答Y书,1
王安石,孟厚,学生为Y,1
王安石,宋保国,友,1
王安石,宋保国,答Y书,1
王安石,宋庠,为Y之建筑物题咏、记、命名,1
王安石,宋庠,致书Y,1
王安石,宋敏修,为Y作挽诗、词,1
王安石,宋敏求,为Y所著书作序,1
王安石,家勤国,其学为Y所排,1
王安石,家勤国,其政策被Y反对/不支持,1
王安石,富弼,拒绝在Y的主政期出仕,1
王安石,富弼,致书Y,1
王安石,崔公度,致书Y,1
王安石,崔公度,辟,1
王安石,常秩,为Y作墓志铭,1
王安石,常秩,为Y作墓表,1
王安石,常秩,得到Y的支持,1
王安石,常秩,推荐,1
王安石,张仅,门人为Y,1
王安石,张伯孙,友,1
